"Data Source","World Development Indicators",

"Last Updated Date","2020-10-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40477403219.5176","29675502269.5661","34590052812.1684","40614350197.2353","47554674590.9328","59775697061.0399","66985765439.1937","61792161168.0011","66490372105.1262","64867483193.1315","61649492816.5201","67523642262.4009","81910771993.9155","99627140274.3805","119162172468.268","136280689891.224","155463807112.889","189227050759.595","235718586901.129","206179982164.402","207477857918.919","227948349666.354","207376427020.815","209402444996.104","207818330723.835","186829940545.759","195090272402.729","215913545038.43","244987409830.533","246489245494.882","",
"Germany","DEU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","215838448404.852","249985055651.592","299801542231.491","398374022246.615","445303484014.814","490636517529.215","519754453161.411","600498238103.26","740469983154.82","881345176395.262","950290856574.134","800472055214.193","776576439268.155","770684323247.798","725111123771.562","732534886726.016","1046259375123.84","1298176105440.7","1401233225526.23","1398967436284.2","1771671207359.88","1868945197407.19","2131571696931.75","2071323790370.28","2205074123177.05","2585792275146.72","2497244606186.64","2211989623279.95","2238990774702.68","2194204133816.32","1943145384190.16","1944107382550.34","2068624129493.69","2496128668171.56","2809187981127.39","2845802760850.64","2992196713084.93","3421229126745.14","3730027830672.33","3397791053070.3","3396354075663.73","3744408602683.94","3527344944139.83","3732743446218.92","3883920155292.26","3360549973888.58","3466790065011.83","3665804120835.3","3949548833952.94","3845630030823.52","",
"Djibouti","DJI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","340989527.967995","","373371738.286415","395794538.630775","409220087.102818","452328087.282876","462421998.525779","478058304.871118","466048469.22986","491689220.744875","497723960.589913","494004647.73437","502675542.001227","514267869.300758","536080148.097299","551230861.856506","572417440.820162","591122039.601398","622044665.515049","666072101.777505","708633194.726566","768873684.032838","847918929.107984","999105339.267729","1049110684.72493","1128611700.3618","1239144501.77525","1353632941.5207","2042817162.85639","2214681573.56933","2430287967.02678","2603554906.59464","2751461055.59307","3012820409.63313","3318716359.44182","",
"Dominica","DMA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","45872947.4074074","57130215.5555556","55017758.8888889","72804653.3333333","82107391.1111111","89527576.6666667","98665191.4814814","109157070.740741","119491932.962963","135161958.518519","151868754.444444","171106184.074074","185137242.962963","201428730","219763222.222222","234058259.259259","245527592.592593","264375666.666667","274522148.148148","292286000","302989185.185185","322409851.851852","331759000","333468888.888889","340205074.074074","333195185.185185","343310666.666667","367199111.111111","364255074.074074","390250148.148148","421375851.851852","458190185.185185","489074333.333333","493825925.925926","501025925.925926","485996296.296296","498296296.296296","520207407.407407","540737037.037037","576229629.629629","519837037.037037","550892592.592593","596033333.333333","",
"Denmark","DNK","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","11931739858.7046","13059064374.6287","13505573866.6667","15414902266.6667","17075457600","19085731252.4407","23232379951.9376","30730626663.3606","34160444798.1099","40474406216.2821","44575892473.1183","49784338519.4563","60362931853.6249","70366241969.2074","71127528699.9414","61877813965.2413","60412844678.604","60644782176.0525","59105236853.7937","62658568287.3429","88078760103.8191","109414423928.775","115552846616.653","112409222182.704","138247285815.855","139224688814.195","152915654478.885","143195627014.605","156162386724.523","185006881515.065","187632346387.984","173537647058.824","176991934992.837","177965188354.692","164158739097.623","164791442543.375","178635163717.431","218096033517.009","251373002954.382","264467336457.17","282884947702.966","319423424509.066","353361038818.383","321241303699.006","321995279401.502","344003137611.271","327148943812.137","343584391647.927","352993631617.708","302673068765.972","313115929314.339","329417067127.817","355675329085.952","348078018463.905","",
"Dominican Republic","DOM","GDP (current US$)","NY.GDP.MKTP.CD","672399700","654100200","824100000","940799900","1025599900","888100000","983900000","1034800000","1079100000","1230500000","1485500000","1666500000","1987400000","2344800000","2925700000","3599200000","3951500000","4587100000","4734400000","5498800000","6761300000","7561300000","8267400000","9220600000","11594000000","5044592944.80499","6122198120.02892","5826987099.45901","5374314928.42536","6686593059.93691","7073675544.80847","9734321854.02288","11356271335.9741","13081042400","14664237666.6667","16598679279.0698","18241691857.3544","20017908829.3254","21672526562.7869","22137599986.1056","24305116729.1851","25599311449.3848","27362875602.5011","21642882856.4247","22692574473.3467","36119047252.1794","38116351526.2862","43965420072.4107","48122547177.1881","48261033298.2133","53860175555.9961","58029750745.6495","60681537195.7996","62682163837.347","67179914026.9623","71164825256.6849","75704720189.5607","79997975621.8654","85555378042.8196","88941298257.7215","",
"Algeria","DZA","GDP (current US$)","NY.GDP.MKTP.CD","","","2001468867.73344","2703014867.32834","2909351792.58659","3136258896.9233","3039834558.74906","3370843065.76735","3852115816.97758","4257218772.15369","4863487492.65763","5077222366.97472","6761786386.54713","8715105930.49101","13209713643.3219","15557934268.4965","17728347374.994","20971901273.271","26364491313.4471","33243422157.6311","42345277342.0195","44348672667.8715","45207088715.6483","48801369800.3675","53698278905.9678","57937868670.1937","63696301892.8116","66742267773.1959","59089067187.3943","55631489801.5508","62045099642.7774","45715367087.1001","48003298223.1178","49946455210.966","42542571305.5136","41764052457.8814","46941496779.8499","48177862501.9495","48187747528.899","48640610448.5235","54788732394.3662","54745839538.9497","56760623478.3263","67864849150.4619","85324767230.4939","103198442061.076","117025435464.289","134977284666.139","171000637940.752","137210691642.096","161207754147.286","200019468616.453","209060307470.078","209754763860.68","213808808746.696","165979418301.861","160033844070.572","167389364980.671","173757952824.25","169988236398.126","",
"East Asia & Pacific (excluding high income)","EAP","GDP (current US$)","NY.GDP.MKTP.CD","80250159669.7868","70445726827.7363","64553499047.0742","69902479790.0005","81044807820.7833","94580860952.1939","103540041864.071","100327033784.948","101263068291.868","113707748049.381","126754164502.898","136311941640.743","154640228428.407","194699953514.398","219658185705.865","246942708049.702","250648493263.77","289643923226.533","280406064475.272","324799432866.267","374769257985.263","399917645990.763","419713108282.115","440416957121.353","478099967385.152","523951849680.556","522469756426.547","516023943336.06","572336425463.848","618569166611.686","662964315626.105","719497245186.108","806272338495.129","885158062316.726","1064779454242.05","1314205076372.17","1509504090934.13","1563544956269.36","1433041302417.33","1576359105175.56","1737752586052.97","1848765580675.55","2046183481392.76","2315809436004.01","2685103964521.31","3110071347780.98","3745551105560.71","4735190070843.85","5990676982469.17","6496024129809.32","7874608267028.15","9620165120662.45","10727515384624.8","11835474351551.5","12761470173397.8","13294449896256","13575632475890.4","14835611946612.9","16593031497791.3","17214358920071.6","",
"Early-demographic dividend","EAR","GDP (current US$)","NY.GDP.MKTP.CD","151709712668.12","152832652080.612","158620916493.974","168184829820.248","193054220210.784","209370309380.644","206447468072.947","216937128399.78","234833822519.34","262319753409.105","278994484724.63","301195581714.002","331102859029.519","423296913898.847","593363755159.995","635893108169.215","693419305043.965","775116727019.841","858590081049.189","1044295099485.26","1297141135291.52","1446318909195.13","1378831551176.53","1391272578428.17","1379802242004.14","1414842278224.78","1425432374410.94","1431392436622.16","1525258252259.08","1550105031921.04","1819189107638.34","1927251971491.5","2115132501112.84","2316401703063.63","2429056173361.25","2494278628728.69","2716536017390.07","2905273944931.79","2871326621892.12","3038477481903.75","3306202502682.26","3273076225662.79","3179378973480.46","3536575698238.3","4108232520537.61","4788560731036.12","5476772417174.39","6494456668118.53","7321734011568.38","7048284885385.46","8563599525986.25","9600669035259.55","10068198160963.2","10245107115659.7","10606787095413.5","10295016612748.8","10532737973113.3","11377092504041.2","11635200936633.1","11981574482646.9","",
"East Asia & Pacific","EAS","GDP (current US$)","NY.GDP.MKTP.CD","153258028075.731","153705792933.028","157267942650.682","175495006177.419","201630975883.972","224575509176.586","251080262735.93","272054330043.32","299757761517.815","345294301649.852","407329659539.414","452784329892.622","562058425673.805","740869999972.327","852972945327.525","933920749914.547","1026745723354.75","1223972713357.84","1544901903362.38","1677595534268.37","1812981321182.75","1998628482473.91","1958543102254.62","2084750586491.27","2233378136768.68","2357130308495.04","3081078920189.09","3618478206503.87","4354170554615.11","4534618493440.17","4736096315721.29","5347750524399.05","5842941664477.27","6535129751165.76","7308953618802.8","8306272703948.58","8004162084076.13","7659317500057.09","6865591961879.14","7667692170991.06","8297740877966.68","7718718337412.97","7844829803399.65","8626664087161.21","9677447362490.42","10332299676968.9","10960325073229.6","12262820750019.9","14147981845874.9","14572247880948.8","16988581956233.6","19687263988191.7","21071949150429.1","21318406932505.8","22002024770464.4","21911486166782.7","22658432406058.8","24223285701971.4","26346980787877.4","26979805534122.7","",
"Europe & Central Asia (excluding high income)","ECA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","863030506173.975","835004652778.506","894083166404.898","872303010362.827","803998604709.518","788214858383.685","676998380204.006","723131375610.18","730192255961.377","762254308255.14","706111732662.646","591958272901.233","661119645437.523","653622242888.667","748359576732.054","943611231857.071","1251449287057.9","1582558325367.93","1941869056882.64","2498216386721.87","3096460560761.33","2429334162339.14","2939851952286.69","3653970677298.04","3897477678459.47","4131774515168.93","3836999997265.42","2912078642453.98","2767175925737.94","3108431403073.36","3184989576029.94","3239459350297.98","",
"Europe & Central Asia","ECS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","735307332624.389","791879829026.212","828356346908.121","916216482204.133","1015992285313.6","1147879058527.25","1376371001784.1","1751292111478.03","1980142659570.22","2311814902781.65","2403602946765.41","2718978772161.84","3333119341715.84","4066048712226.82","4596830631488.05","4091145846891.06","3942271073056.91","3824325640846.06","3675729021929.04","3803929714316.06","5191807980389.69","6415371162228.54","7141320680747.15","7236891009734.58","8853360743653.17","9129698602189.97","9790651702306.79","8992379537130.89","9402407382009.38","10856191293195.8","11078743547870.2","10510295673265.3","10780402177103.7","10658243457062.6","10030428207438.1","10140934799637.2","11086265575976.3","13497007073837.1","15733623407793.4","16751465302815.9","18141065035683","21195423216160.7","23267108774904.9","20465348220321.3","20959229509473.2","23241488655356.7","22405786947777","23414098305288.9","23734276559110.7","20447703770614.1","20378471931048.5","21581860912437","23105421234343.9","22748788538189.8","",
"Ecuador","ECU","GDP (current US$)","NY.GDP.MKTP.CD","2069465326.41882","1753850416.70826","1518208221.23052","1824344492.07169","2244146867.90195","2387048255.45173","2429309513.80854","2553596091.82258","2582180794.1855","3112166848.3004","2862504169.99893","2754220263.02528","3185987234.84089","3891755551.94138","6599259420.99605","7731677256.80982","9091924304.83477","11026346589.5011","11922502170.6405","14175166007.5774","17881514682.8784","21810767209.3695","19929853574.6095","17152483214.3536","16912515183.2783","17149094589.9827","15314143988.0621","13945431882.2271","13051886552.3377","13890828707.6493","15239278100.3502","16988535267.6338","18094238119.0595","18938717358.6793","22708673336.6683","24432884442.2211","25226393196.5983","28162053026.5133","27981896948.4742","19645272636.3182","18327764882.4412","24468324000","28548945000","32432858000","36591661000","41507085000","46802044000","51007777000","61762635000","62519686000","69555367000","79276664000","87924544000","95129659000","101726331000","99290381000","99937696000","104295862000","107562008000","107435665000","",
"Egypt, Arab Rep.","EGY","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","4948667540.41066","5278005611.91453","5605484298.98275","5932242990.65421","6524455205.81114","8042200452.1477","8609283346.08518","9299638055.84281","10098534613.4411","9228963224.60004","11632178868.9171","13315988083.4161","14400806875.9867","14811704063.0685","18020571428.5714","21669908177.0664","22136081081.0811","27655172413.7931","30966239813.7369","33971188991.6147","39053502251.0732","41253507951.3564","40455616653.5742","34980124929.0176","39756299049.9793","42978914311.3504","37387836490.5284","41855986519.4235","46578631452.581","51897983392.6453","60159245060.4542","67629716981.1321","78436578171.0914","84828807556.0803","90710704806.8416","99838543960.0763","97632008709.853","87850683978.6691","82924503942.6381","78845185293.4964","89685725230.2517","107484034870.974","130478960092.499","162818181818.182","188982374700.805","218888324504.753","236001858960.015","279372758361.832","288586231501.877","305529656458.438","332698041030.807","332927833278.038","235369129337.711","250894760351.232","303175127597.521","",
"Euro area","EMU","GDP (current US$)","NY.GDP.MKTP.CD","244895743150.193","269034156024.696","298895676246.292","335427732787.682","373119780407.515","407845094423.395","444996800083.837","483542535100.827","519124724301.227","579481411131.017","642869323968.941","728630713519.048","880207286887.81","1142683422235.59","1295883674253.02","1502574585307.3","1568102101996.01","1783664841678.82","2184188451354.54","2645850489813.86","2963315552469.4","2575356972774.85","2493437298170.24","2432530981604.51","2333289327044.49","2397096612757.44","3364194871090.09","4161023841166.5","4576282808953.81","4674504139843.84","5882977041945.34","6110849484495.2","6740480589181.87","6169107318205.03","6513042211646.16","7516229209568.94","7605287653835.1","6952285677739.33","7149094380640.08","7113968959063.5","6479482893269.85","6590423196095.43","7166146791592.88","8842846317807.72","10141353688845.7","10519107942453.8","11174300432026.6","12862302208696.2","14098979489484.3","12885643163975.7","12628246500868.2","13622691210191","12638927582293.3","13189495209366.5","13490187533196.8","11672138337959.8","11965317176354","12655504662573.8","13662048991923.3","13335843259019.7","",
"Eritrea","ERI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","477101651.648376","467872714.755603","531688311.688312","578015625","693535954.190067","686490090.140141","745526154.93283","688921325.712043","706370815.584416","752368495.512622","729321366.651861","870247703.182758","1109054005.43971","1098425900.74116","1211161879.6748","1317974491.05691","1380188800","1856695551.21951","1589515447.15447","2065001626.01626","","","","","","","","","",
"Spain","ESP","GDP (current US$)","NY.GDP.MKTP.CD","12072126075.397","13834300571.4849","16138545209.246","19074913947.7196","21343844643.7341","24756958694.9238","28721062242.1634","31647119228.1982","31475548481.4095","36038711599.541","40992995959.1158","46619420119.7605","59132415739.0629","78639527127.3558","97274005191.8085","114777045507.246","118507183785.128","132449276013.143","160599686848.958","214601956370.848","232766822928.754","202807890971.346","195996754051.189","170951185730.858","172102910888.015","180793464187.867","251321074967.328","318747936127.207","376160410084.274","414757056921.996","536558591903.363","577166174219.375","630916018690.07","525075636161.59","530562634952.18","614609020549.773","642588992512.807","590077272727.273","619214834614.099","634693160025.57","596877648793.072","627286800894.855","705394315829.098","905492099322.799","1067093369754.16","1153285660987.44","1259343871534.31","1472131125102.66","1625224842536.99","1485583495415.39","1420722034063","1478772824224.03","1324820091194.67","1354757433212.72","1369398844599.58","1195119269971.52","1232076017361.53","1312551705955.3","1419735245004.7","1394116310768.63","",
"Estonia","EST","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4006982535.06219","4116735206.80784","4497823918.17467","4780169853.03681","5147711226.33003","5665917232.17266","5762048126.06474","5694069842.43988","6259258257.98944","7372457191.29698","9877636517.61518","12144397515.528","14098326327.5712","17012321791.4942","22445582945.5242","24371299985.3523","19744110447.3465","19693608686.6415","23391529311.2497","23192709238.817","25271407238.6622","26773472961.8253","23048864242.6072","23996451497.6139","26859101053.8139","30747159197.8965","31386949981.236","",
"Ethiopia","ETH","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","7324903188.4058","7707678019.32367","8567890821.25604","8096302367.14976","9480840483.09179","9848600869.56522","10527338647.343","10908935748.7923","11476584879.2271","12175166763.285","13463868357.4879","10492993077.6093","8830712713.90781","6927950564.55657","7663984567.90123","8547939730.62374","8589211390.49612","7818224905.55071","7700833482.00615","8242392103.68061","8231326016.47494","7850809498.16803","8623691300.04079","10131187261.4421","12401139453.9738","15280861834.6024","19707616772.7996","27066912635.2228","32437389116.038","29933790334.3418","31952763089.33","43310721414.0829","47648211133.2183","55612228233.5179","64589334978.8013","74296618481.0882","81770791970.982","84269348327.3454","96107662398.1749","",
"European Union","EUU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","503725411694.311","547452701673.127","586400667118.457","653662940157.842","726137351252.253","821041577442.672","990707263525.075","1282385682828.09","1452171279559.86","1691344453627.82","1770550681960.52","2005460212018.38","2443383354605.28","2953662620855.17","3304099801803.52","2880779507480.89","2778135617997.39","2702809427945.14","2604111439807.56","2678398497755.86","3745082454935.25","4632537576009.12","5085711977582.77","5195139280884.81","6500319936641.27","6732371153196.44","7400793014879.94","6757409612211.46","7158831214572.9","8295716693814.99","8431192714268.01","7732922104820.62","7968672602630.59","7922645428744.26","7259398860355.29","7387163472304.34","8049115975395.47","9911359749306.61","11398794129126.6","11904887483980.9","12702923383990.9","14710405864196.8","16236756356158","14708924770207.7","14540385611235.6","15741839610904.6","14636155637903.8","15293564575793.2","15633064319173.7","13546911044356.3","13882598814513.1","14735710571465.3","15931983317841.6","15592795166700.2","",
"Fragile and conflict affected situations","FCS","GDP (current US$)","NY.GDP.MKTP.CD","17268136192.9117","17989983676.2145","19839498325.1499","22809027075.3681","20082205627.1098","22060164236.2034","23514794314.1846","22801843794.6158","24084586194.9146","27083498582.1853","32946960844.7796","33550295389.3382","38377845585.7639","46992302865.2596","69999201217.826","78603023485.3127","92662629636.2843","101637489693.211","112000680449.962","140875607791.887","175941438481.734","245885161480.403","234980876316.634","197841306960.568","177546169585.253","181707641792.599","170162779150.916","170492027547.955","180140952511.872","165164437106.156","260012021548.844","269112783445.498","267679823531.003","248897583685.567","240141333086.782","278062752089.032","288505388593.407","322021181147.763","323817009101.1","350351033305.146","408881481816.715","404595250084.918","388622080853.198","414495614245.25","515811871954.886","645127964800.874","802384727965.495","976668684027.222","1259792406678.05","1187587131589.32","1428485507661.74","1451896194794.61","1671563653298.71","1758576599908.51","1934814392428.26","1710426204154.31","1530817648149.44","1550106897220.83","1676740423840.61","1748172226307.84","",
"Finland","FIN","GDP (current US$)","NY.GDP.MKTP.CD","5224102195.52771","5921659485.03284","6340580854.39073","6885920328.66187","7766655085.78588","8589340019.02985","9208524504.87684","9368954010.3132","8823033880.32993","10070766720.5011","11357517270.6682","12527405086.6724","14743185402.9252","19472363155.438","24848821332.9132","29472623727.1699","31849514232.9589","33499799173.6757","36256160722.0217","44465255380.8579","53645202422.6968","52448332874.07","52797582336.2526","50973526900.0854","52888800949.7428","55875863392.1719","73531550551.255","91594751792.2359","109058990760.483","119012054870.445","141438345513.917","127773856785.767","112532519246.084","89214114708.0254","103299943084.804","134189814814.815","132129174216.93","126912152101.707","134038718291.055","135218410398.466","125706651925.557","129421029082.774","139738377564.465","171274266365.688","197116960516.514","204809103345.355","216907539831.891","256052559540.104","284553976856.599","252496526813.004","249181190476.369","275243697751.011","258304834621.605","271285280621.373","274497230802.958","234440080998.273","240607907010.383","255122545770.778","275893681355.892","268761201364.705","",
"Fiji","FJI","GDP (current US$)","NY.GDP.MKTP.CD","112328422.113084","116987784.913739","122906434.957814","129454728.623599","140032741.468329","147084750.031482","150603925.515853","162625885.863484","166952937.135005","182182067.703568","219878482.173564","247749327.721267","316650508.967523","425963359.355326","558589870.903674","684268280.812751","694552411.718837","719533137.126662","829239489.844119","1019743927.24662","1202567359.4132","1235899836.18067","1194015444.01544","1123107276.30285","1177997413.63384","1141210124.82663","1290228616.82408","1177908191.97685","1109976927.91722","1182686577.22645","1337024782.22702","1383843860.1247","1531803060.54558","1635426125.30808","1825285158.11762","1970347720.96992","2129266728.42585","2093994597.21549","1656784779.545","1942170999.18765","1684109743.49338","1660102345.60309","1842691481.09196","2315935752.71653","2727507212.92556","3006725014.78415","3102741451.01664","3405050611.68726","3523185919.55826","2870624635.68032","3140508835.9485","3774530615.65916","3972012570.53467","4190143206.25611","4856963229.83999","4682546863.08162","4930204229.72263","5353404422.08138","5536759653.15704","5535548972.41252","",
"France","FRA","GDP (current US$)","NY.GDP.MKTP.CD","62225478000.8822","67461644222.0352","75607529809.9288","84759195105.8693","94007851047.3678","101537248148.427","110045852177.928","118972977486.207","129785441507.456","141903068680.309","148456359985.827","165966615366.402","203494148244.473","264429876252.21","285552373158.756","360832186018.051","372319038514.067","410279486493.715","506707848837.209","613953129818.07","701288419745.421","615552202776.101","584877732308.614","559869179791.72","530683779929.445","553138414367.061","771470783218.108","934173305685.911","1018847043277.17","1025211803413.53","1269179616913.63","1269276828275.78","1401465923172.24","1322815612694","1393982750472.59","1601094756209.75","1605675086549.56","1452884917959.09","1503108739159.44","1492647560196.04","1362248940482.77","1376465324384.79","1494286655373.61","1840480812641.08","2115742488204.62","2196126103718.44","2318593651988.46","2657213249384.07","2918382891460.38","2690222283967.77","2642609548930.36","2861408170264.61","2683825225092.63","2811077725703.59","2852165760630.27","2438207896251.84","2471285607081.72","2595151045197.65","2787863958885.49","2715518274227.45","",
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1107882640.8787","1120280381.86979","1058702725.4395","1147654635.45922","1262669892.4595","1494011567.01125","1688237552.36935","1727792692.89133","1984445416.02206","2290133548.87301","2432415998.11695","2268387770.71014","2320424601.26954","2490807830.57351","2366301251.61847","2627049837.08135","2850743875.2784","2518096285.61661","2689157270.82312","2833300519.46872","","","",
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","106500000","","","112210000","116700000","124700000","135200000","147200000","166200000","178100000","198400000","202500000","221575300","218534700","206626300","218873100","220140500","233271800","240970900","242517200","245432900","240236000","250281900","253541900","256787200","263145100","280284600","296944100","311301600","327248700","317214400","319271200","316489900","332265200","366666800","401932300","","",
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD","141468977.570007","167637907.381696","182796536.499917","154480244.246828","215679855.272553","226474285.587116","245849781.715943","271543680.279265","294468564.534311","318124701.048993","323802475.481029","381687073.058602","430508357.724","722780701.123338","1544216003.98425","2157592936.60731","3009409970.90463","2809349074.17711","2389479269.18832","3030251116.35966","4279637933.85136","3862269126.92681","3618007844.44908","3391275731.31859","3561451562.23576","3339914759.37275","3403638193.57905","3281797038.66566","3834503378.35497","4186411457.45694","5952293765.84468","5402919956.93831","5592390848.52648","4378645081.01769","4190819314.02958","4958845906.34769","5694040336.82571","5326816858.99586","4483417119.83928","4662992036.2073","5067865320.7979","5018874179.18704","5310381151.35952","6497305662.09274","7756293574.98077","9578973591.00958","10318424464.3377","12438956756.4455","15508574820.3516","12065138272.7538","14372591916.4792","18210308748.2912","17170465294.0332","17595745653.3676","18203968001.8908","14383107714.0388","14023890620.3384","14929488770.7315","16862282413.8778","16657960228.0892","",
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD","73233967692.1028","77741965703.3544","81247564156.8246","86561961812.3249","94407558351.1616","101824755078.991","108572752102.045","113116888210.787","107759910067.889","116464702803.218","130671946244.3","148113896325.14","169965034965.035","192537971582.558","206131369798.971","241756637168.142","232614555256.065","263066457352.172","335883029721.956","438994070309.191","564947710899.373","540765675241.158","515048916841.37","489618008185.539","461487097632.349","489285164271.047","601452653180.885","745162608269.325","910122732123.799","926884816753.927","1093169389204.55","1142797178130.51","1179659529659.53","1061388722255.55","1140489745944.29","1341584345905","1415358814352.57","1559078258022.27","1650172242464.39","1682399288141.08","1657816613708.58","1640246149417.01","1784473920863.31","2053018775510.2","2416931526913.22","2538680000000","2713749770009.2","3100882352941.18","2922667279411.76","2410909799034.12","2475244321361.11","2659310054646.23","2704887678386.72","2786022872706.81","3063803240208.01","2928591002002.51","2694283209613.29","2666229179958.01","2860667727551.97","2827113184695.58","",
"Georgia","GEO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7753501867.76095","6357615894.03974","3690328963.64086","2701181331.30816","2513870586.73344","2693731865.97036","3094935186.76896","3510520231.21387","3613498174.54701","2800026339.12617","3057475288.78105","3219488663.77231","3395728013.84524","3991284895.37214","5125365191.98664","6410823633.25426","7745394293.41721","10172882370.5477","12795076469.0099","10766836276.5639","12243505582.6741","15107441446.7833","16488403076.3641","17189551520.9811","17627003454.7205","14953950557.4406","15141758566.7808","16242916915.7203","17599700090.762","17743195770.1998","",
"Ghana","GHA","GDP (current US$)","NY.GDP.MKTP.CD","1217230038.26781","1302674264.19915","1382515590.06942","1540797516.79469","1731296118.87113","2053462872.38275","2126300573.17668","1747187539.20717","1666910166.289","1962051319.26134","2215029450.3805","2417107708.25317","2112292944.64142","2465492957.74648","2894409937.8882","2810106382.97872","2765254237.28814","3189428571.42857","3662478184.99127","4020227920.22792","4445228215.76763","4222441614.97432","4035994397.7591","4057275042.82903","4412279843.44423","4504342149.43471","5727602644.71472","5074829931.97279","5197840979.13416","5251764264.26802","5889174825.487","6596546195.65217","6413901601.83066","5966255778.12018","5444560669.45607","6465137614.6789","6934984709.48012","6891308593.75","7480968858.13149","7719354838.70968","4983024408.14828","5314909953.92992","6166330136.2948","7632406552.83803","8881368538.07671","10731634116.7384","20409668521.5494","24758819717.7074","28526891010.4925","25977847813.7422","32197272797.2028","39337314809.9434","41270954737.2459","62405374785.5052","53660342159.7735","48564863888.4402","55009730600.0307","58998132329.6173","65556464048.1539","66983634223.943","",
"Gibraltar","GIB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","1922600899.38433","2041538057.02888","2384295763.72528","2432029380.43686","2666616176.91609","3014890569.04099","3284625277.16186","3279063317.63475","3383218922.79336","3693753379.05992","3869032270.91633","3783788551.0819","3588376057.01536","3461282293.64624","2995360969.16199","2833442750.43639","2949637039.04424","3446442218.89829","3666349049.42641","2937071767.25576","4220019242.74824","6281917655.90249","6964179193.84418","6716904568.76482","6853467857.61127","6785137172.77058","7638045254.42864","8376613843.27265","8778473614.54727","8794202443.67366","8603884845.39159","10336634798.7593","12207116729.0778","13590281808.6928","",
"Gambia, The","GMB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","44212353.6988296","46695363.1558873","41160658.5705371","45168722.6995632","52296836.749388","55728608.974983","59161544.9957528","75187969.924812","95797533.4619206","115182522.123894","112189468.481826","138094243.349324","171836793.402694","207114382.546071","241080708.89018","218764445.784343","216051495.959817","213446562.57106","177338801.93075","225724851.691107","185646209.386282","220626484.224811","266673126.229801","284119692.49433","317083373.524559","690314321.374999","714255460.503389","755042548.055824","746491692.583857","785996982.492168","848237108.56163","803630742.53446","840285264.631545","814723460.08372","782915402.421095","687408804.630527","578236035.104279","487038821.611959","961900106.892751","1027702254.38664","1054113426.70947","1279704744.82781","1561763437.0325","1450140385.97229","1543292392.54605","1409694553.90934","1415006238.09509","1375608956.10386","1229460601.92174","1354788658.6494","1470006033.90217","1498044491.4304","1624600882.32255","1763819047.69838","",
