СОРТ ПИВА,ПИВОВАРНЯ,РЕЙТИНГ,ИЗМЕНЕНИЕ,ЧЕКИНОВ
Dr. Diesel Cool Mix Лайм-Киви,Heineken Brewery (Объединенные Пивоварни Хейнекен),2.12,↓ --111,23
Zhigulevskoe Vyshiy Sort (Жигулёвское Высший Сорт),Baltika Breweries (Балтика),2.11,↑ +355,34
Дон Баварское,Baltika Breweries (Балтика),2.1,↓ --399,12
Vityaz Ulyanovskoe (Витязь Ульяновское),Zavod Trehsosensky (Завод Трехсосенский),2.1,↑ +239,22
Наше,Tagilskoe Pivo (Тагильское Пиво),2.1,↑ +304,18
Варварка Пивоварка,Baltika Breweries (Балтика),2.09,↓ --209,8
Пшеничное,Zavod Pivovarenny Morshansky (Завод Пивоваренный Моршанский),2.08,↑ +289,6
Altaysky Veter (Алтайский Ветер),AB InBev Efes,2.08,↓ --196,3
Chef Drôle,Danilovskaya Pivovarnya (Даниловская Пивоварня),2.08,↑ +251,6
рЯзмарин (rYazmary),ID Jons,2.08,↓ --2016,9
Chocolate Night,Craft Beer Master,2.08,↓ --2778,3
Yarpivo Originalnoe (Ярпиво Оригинальное),Baltika Breweries (Балтика),2.08,↑ +318,6
Чешское Светлое,Barnaulsky Pivovarenny Zavod (Барнаульский Пивоваренный Завод),2.08,↓ --696,3
Danielsen & Krohn Rice Beer,Pivkombinat Balakovsky (Пивкомбинат Балаковский),2.08,↓ --312,3
Крафт Толстой Kriek,Pivovarenny Zavod Lyskovsky (Пивоваренный Завод Лысковский),2.08,↑ +97,9
ЖИГУЛЕВСКОЕ СВЕТЛОЕ ФИЛЬТРОВАННОЕ,Tolstiy Fraer (Толстый Фраер),2.08,↑ +126,3
Zhigulevskoe Osoboe (Жигулевское Особое),Bryanskpivo (Брянскпиво),2.08,↑ +401,3
Tomato Gose,Shagov'S Brewing Co.,2.08,↓ --764,3
Sibirskaya Korona Lime (Сибирская Корона Лайм),AB InBev Efes,2.08,↑ +432,10
Dobroe Svetloe (Доброе Светлое),Afanasy (Афанасий),2.07,↓ --2866,7
Негрустин,Krop-Pivo (Кроп-Пиво),2.07,↑ +16,19
Жигулевское (Zhigulevskoe),Белый Кремль (Bely Kreml),2.07,↓ --286,23
Makariy Hmelnoe (Макарий Хмельное),Pivovarenny Zavod Lyskovsky (Пивоваренный Завод Лысковский),2.06,↓ --565,4
Wheat Haze,Beer Bros Brewery,2.06,↓ --1030,4
Rizhskoe (Рижское),Tagilskoe Pivo (Тагильское Пиво),2.06,↑ +30,4
Sibirskaya Korona Zolotistoe (Сибирская Корона Золотистое),AB InBev Efes,2.06,↓ --203,4
Narodnoe Yantarnoe (Народное Янтарное),Ochakovo (Очаково),2.06,↑ +419,4
Uralsky Master Krepkoe (Уральский Мастер Крепкое),Baltika Breweries (Балтика),2.06,↑ +152,4
Essa Lime & Mint,AB InBev Efes,2.06,↑ +198,26
Danke,Белый Кремль (Bely Kreml),2.06,↓ --189,22
Baltika #9 Strong Cherry / Балтика Крепкое Вишнёвое #9,Baltika Breweries (Балтика),2.05,↑ +404,20
Lagerta,Courage Brewery,2.05,↓ --2335,5
English Ale (Английский Эль),Bulgarpivo (Булгарпиво),2.04,↑ +414,7
Ячменное,Bulgarpivo (Булгарпиво),2.03,↑ +272,9
Russian Imperial Stout 1 Year Anniversary (barrel #Whisky),Konix Brewery,2.0,–,1
Sibirskaya Korona Tri Hmelya (Сибирская Корона Три Хмеля),AB InBev Efes,2.0,↑ +284,1
Майкопское Хмельное (Maykopskoe Khmelnoe),Pivovarenny Zavod Maykopsky (Пивоваренный Завод Майкопский),2.0,↓ --630,1
Чистопольское,Белый Кремль (Bely Kreml),2.0,–,1
2 Suns,Wild Lab,2.0,↓ --2198,2
Петрович Чешское оригинальное,Bochkarevsky Pivovarenny Zavod (Бочкаревский Пивоваренный Завод),2.0,↓ --108,1
Buggel Dark Beer,Varnitsa (Варница),2.0,↓ --101,1
Ракета DIPA,New Riga's Brewery,2.0,↑ +339,1
Velvet Tiptoe,Red Button Brewery,2.0,↓ --2818,1
Witbier Experiment Die Weizen Apfelsine,Barbudos,2.0,↓ --868,1
Boyarin (Бояринъ),Zavod Trehsosensky (Завод Трехсосенский),2.0,↑ +313,7
Black Light (Черное Легкое),Ochakovo (Очаково),2.0,↓ --2114,1
Kozel Cerny Tank,AB InBev Efes,2.0,–,1
Ninety Mile Beach Australian APA,Shagov'S Brewing Co.,2.0,–,1
Spring Lager,ПЗ Канцлеръ,2.0,↓ --75,1
Yuzhny Gorod Chernoe Legkoe (Южный Город Черное Легкое),Ochakovo (Очаково),2.0,↓ --2064,1
IPAdres/IPАдрес Ver.2,Pivzavod77 Brewery & Pub,2.0,↓ --4103,1
"Half No Grain , Half No Pain !",Red Button Brewery,2.0,↓ --4854,1
ТЕМНОЕ,Custom Brewery,2.0,–,2
Dr. Diesel Radler,Heineken Brewery (Объединенные Пивоварни Хейнекен),2.0,↓ --70,1
Жигулевское в Розлив,AB InBev Efes,2.0,–,3
Derevenskoe (Деревенское),Malakhovskaya brewery (Малаховская пивоварня),2.0,–,1
Бреггир Ирландский стаут,KOSOUHOFF - by Amarant (Амарант),2.0,–,1
Amber Ale,FIRST'S Brewery,2.0,–,1
Yuzu DIPA,Salden's Brewery,2.0,↓ --3088,3
Tyumenskoe Krepkoe (Тюменское Крепкое),Ochakovo (Очаково),2.0,↓ --61,1
Nulloff,Визит,2.0,–,1
Smoothie You Deserve: Passion Fruit,DIETA / ДИЕТА,2.0,↓ --4832,2
Glory Wood Semi-Sweet (bar Edition),Мастер-Продукт-Алтай (Master-Product-Altay),2.0,–,1
Ркацители (Rkatsiteli),Пивоварня Якорь,2.0,↓ --2639,1
Хлебный Край Семь Злаков,Baltika Breweries (Балтика),2.0,–,1
Ned Ludd,Barbudos,2.0,–,2
Вкусвилл - Чешское барное,Varnitsa (Варница),2.0,–,1
Псковское Живое,Пивоварня купца Лапина,2.0,–,2
Жигулевское (на советских дрожжах),Afanasy (Афанасий),2.0,↑ +449,2
Пилснер,ПЗ Канцлеръ,2.0,↓ --296,2
Alter Brauch Witbier,Stary Zavod (Старый Завод),2.0,↓ --880,1
Kupola & Pastila,AF Brew,2.0,↓ --4822,3
Sekret Pivovara (Секрет Пивовара),Ochakovo (Очаково),2.0,↓ --49,1
Эль Двойная Варка,Baltika Breweries (Балтика),2.0,–,1
Баварское Белое от Бочкарев,Heineken Brewery (Объединенные Пивоварни Хейнекен),2.0,↓ --4810,2
Dart Beer,Pivkombinat Balakovsky (Пивкомбинат Балаковский),2.0,↓ --763,2
Pilsner,Caspary Bräu,2.0,↓ --1935,3
Spanglish Breakfast,AF Brew,2.0,↓ --3671,2
Kamenskoe (Каменское),Zavod Pivovarenny Morshansky (Завод Пивоваренный Моршанский),2.0,↓ --616,1
Wild Cherry,Demidov Brewery (Демидовские пивоварни),2.0,–,1
Besser Безалкогольное,Barnaulsky Pivovarenny Zavod (Барнаульский Пивоваренный Завод),2.0,↓ --615,1
Volzhanin Zhivoe (Волжанин Живое),AB InBev Efes,2.0,–,1
Немецкое нефильтрованное,Varnitsa (Варница),2.0,–,1
Zhigulevskoe (Жигулевское),Samko Brewery (Пивоваренный Завод Самко),2.0,–,1
Cheshskoe (Чешское),Zavod Pivovarenny Morshansky (Завод Пивоваренный Моршанский),2.0,↑ +216,4
Вишневое (Cherry Lambic),Varnitsa (Варница),2.0,↓ --1165,7
Хмель и Солод,Moscow Brewing Company (Московская Пивоваренная Компания),2.0,↑ +194,2
Чешское,ПЗ Канцлеръ,2.0,↓ --616,1
St. Patrick Pils,SVOI Brewing,2.0,–,1
Аспект (Aspect),Bakunin Brewing Co.,2.0,–,1
Bierhaus,Bryanskpivo (Брянскпиво),2.0,↓ --271,1
Trekhgornoe Golden Ale (Трехгорное Золотой Эль),Moscow Brewing Company (Московская Пивоваренная Компания),2.0,↓ --4743,1
Makariy #2 Barhatnoe (Макарий #2 Бархатное),Pivovarenny Zavod Lyskovsky (Пивоваренный Завод Лысковский),2.0,↓ --2825,4
Double Golden Lager,Лось и Кедр (Moose & Cedar),2.0,↑ +381,1
Кружка #2 Крепкое,Moscow Brewing Company (Московская Пивоваренная Компания),2.0,↓ --1755,1
Spin on Melon,Rewort Brewery,2.0,↓ --3326,2
Le Nid Énorme (2019),Mager Brewery,2.0,–,2
ONE HOP IPA SIMCOE,Barbudos,2.0,↓ --1725,1
Tri Bogatyrya (Три Богатыря),AB InBev Efes,2.0,–,1
Немецкое,Tihoretsky Pivovarenny Zavod (Тихорецкий Пивоваренный Завод),2.0,↓ --1027,1
Aged Experimentarium Vol. 1 (Sour Ale With Guanabana),Rewort Brewery,2.0,↓ --4483,5
5 Crowns Пшеничный ,Afanasy (Афанасий),2.0,–,1
SWEET DREAMS,Vasileostrovskaya Brewery (Василеостровская Пивоварня),2.0,↑ +2,1
Элитное крепкое,Gambrinus (Гамбринус),2.0,–,1
Lager,Shagov'S Brewing Co.,2.0,↑ +6,1
Brown Ale,Ермолаевъ,2.0,↑ +7,2
Samara Zhivoe (Самара Живое),Baltika Breweries (Балтика),2.0,–,1
Лиса и Хмель,Zavod Trehsosensky (Завод Трехсосенский),2.0,↓ --609,1
Zlaty Grad Cerny,Afanasy (Афанасий),2.0,–,1
Aquamarine,Big Village Brewery,2.0,–,1
Yuzberg Kellerbier (Юзберг Келлер),Suzdal Brewery (Суздальская Пивоварня),2.0,↓ --1670,2
Bavarskoe (Баварское),Zavod Trehsosensky (Завод Трехсосенский),2.0,↓ --1665,1
Венское. Легенды пивного дела,Lakinsky Pivzavod (Лакинский Пивзавод),2.0,↑ +15,1
Заря Pilsner,Заря,2.0,↑ +379,2
ВкусВилл Немецкое Нефильтрованное,Varnitsa (Варница),2.0,↓ --411,3
Green Crockodile,Ravencraft,2.0,↓ --608,1
Медный эль,Zavod Trehsosensky (Завод Трехсосенский),2.0,–,1
Московское,Hammermill Brewery (Бутлегер),2.0,–,1
Жигулевское,Альпина (Alpina),2.0,–,1
Zhigulevskoe Osoboe (Жигулевское Особое),Ochakovo (Очаково),2.0,–,1
Красный Эль,Custom Brewery,2.0,–,1
Юбилейное (Yubileynoe),ПБК Крым (Krym),2.0,–,1
Геллерт светлое нефильтрованное,Gellert & Wild Goat,2.0,–,3
Косоухофф Портер,KOSOUHOFF - by Amarant (Амарант),2.0,–,1
Ochakovo Special (Очаково Специальное),Ochakovo (Очаково),2.0,↑ +291,2
Hamlet,Poet Brewery&Bar (Поэт – пивоварня и бар),2.0,↓ --598,1
Zhigulevskoe 2 (Жигулевское 2),Moscow Brewing Company (Московская Пивоваренная Компания),2.0,↓ --3633,1
Vyatsky Kvass Dlya Okroshki (Вятский Квас Для Окрошки),Vyatich (Вятич),2.0,↓ --341,4
Hard Selzer Grapefruit,Salden's Brewery,2.0,↓ --3350,1
Мандариновый бланш,Gubaha Brewery (Губахинская Пивоварня),2.0,↓ --1499,3
Peach Is My Preach,AF Brew,2.0,↓ --4309,3
Zhigulevskoe. Dalniy Vostok. Svetloe (Жигулевское. Дальний восток. Светлое),Baltika Breweries (Балтика),2.0,↑ +373,1
Guide To the Citra,Rainbow Fish Brewery,2.0,–,3
То что надо! Выдержанное,Zavod Trehsosensky (Завод Трехсосенский),2.0,–,1
Scotch Crow II,Velka Morava,2.0,↓ --1446,1
Хадыженское Золото,Vladimirskaya Pivovarnya (Владимирская Пивоварня),2.0,↓ --1429,3
Beetle Wheat,Pivovarenny Zavod Maykopsky (Пивоваренный Завод Майкопский),2.0,–,1
Mr. Lodman Silver Beer,Varnitsa (Варница),2.0,↑ +173,5
Volzhanin Svetloe (Волжанин Светлое),AB InBev Efes,2.0,↑ +210,5
Russian Imperial Stout Single Malt Scotch Whisky Batch #1,Salden's Brewery,2.0,↓ --5044,2
Old Skipper India Pale Ale,Северная Пивоварня,2.0,↓ --1044,1
Okskoe Bochkovoe (Окское Бочковое),Heineken Brewery (Объединенные Пивоварни Хейнекен),2.0,↓ --243,18
WEIZENFELD KIRSCHBIER,Vasileostrovskaya Brewery (Василеостровская Пивоварня),2.0,↓ --4138,2
Zolotaya Bochka Vyderzhannoe (Золотая Бочка Выдержанное),AB InBev Efes,2.0,↓ --1383,1
Bereg Baikala (Берег Байкала),Heineken Brewery (Объединенные Пивоварни Хейнекен),2.0,↓ --3606,4
Ripe Granate,Craft Beer Master,2.0,↑ +281,1
Gold Mine Beer Yachmennoe (Ячменное),AB InBev Efes,1.98,↑ +222,14
London,Форштадтская Пивоварня,1.97,↓ --919,8
Sibirskaya Korona Krepkoe (Сибирская Корона Крепкое),AB InBev Efes,1.96,↓ --76,6
Classic Special Жигулевское Специальное,Zavod Trehsosensky (Завод Трехсосенский),1.95,↓ --390,10
Shikhan Barkhatnoe (Шихан Бархатное),Heineken Brewery (Объединенные Пивоварни Хейнекен),1.95,↓ --1005,5
Zhigulevskoe (Жигулевское),Bulgarpivo (Булгарпиво),1.95,↑ +278,5
Пиратский замок,Пиратская Пивоварня Йохохо,1.94,↓ --284,4
Seven Brewers (Семь Пивоваров) Cheshskoe Original (Чешское Оригинальное),Varnitsa (Варница),1.94,↓ --781,4
Английский Эль,Malz & Hopfen,1.94,↑ +191,4
Buggel IPA,Varnitsa (Варница),1.93,↑ +122,7
Zhigulevskoe (Жигулевское),Pivovarenny Zavod Lyskovsky (Пивоваренный Завод Лысковский),1.93,↓ --313,7
Karmi Cherry,Baltika Breweries (Балтика),1.92,↓ --514,10
МАРКА NEBREND AFANASY,Afanasy (Афанасий),1.92,↓ --235,13
Positivity Lime+mint,Lakinsky Pivzavod (Лакинский Пивзавод),1.92,↓ --225,3
Дон ледяная фильтрация,Baltika Breweries (Балтика),1.92,↓ --498,6
Sport Pilsner,Dreamteam Brewing Co,1.92,↓ --3717,3
Kazmer Klassicheskoe (Казмер Классическое),Tihoretsky Pivovarenny Zavod (Тихорецкий Пивоваренный Завод),1.92,↓ --64,3
Золотой Кабан нефильтрованное,Белый Кремль (Bely Kreml),1.92,↑ +5,3
Belgiyskoe Pshenichnoe (Бельгийское Пшеничное),Bryanskpivo (Брянскпиво),1.92,–,3
Privolzhskoe (Приволжское),Ochakovo (Очаково),1.91,↓ --247,11
Мягкий Солод,Zavod Trehsosensky (Завод Трехсосенский),1.9,↓ --267,18
Leningradskoe White (Ленинградское Белое),Baltika Breweries (Балтика),1.9,↑ +408,5
Russian Hoppy Lager,Baltika Breweries (Балтика),1.89,↓ --2630,7
Enzo,Bakunin Brewing Co.,1.88,–,2
Karamazov Bros. APA,Craft Brew Riots,1.88,–,2
Разбор полётов,Varyag Brewery (Пивоварня Варяг),1.88,–,2
Чешское,Danilovskaya Pivovarnya (Даниловская Пивоварня),1.88,↓ --2322,2
