СОРТ ПИВА,ПИВОВАРНЯ,РЕЙТИНГ,ИЗМЕНЕНИЕ,ЧЕКИНОВ
Kombucha Bizarre,AF Brew,3.5,–,1
Живое пенное,Varnitsa (Варница),3.5,↓ --1341,1
Rye Ale,The Ded & Paddle (Дед с веслом),3.5,–,2
Release The Bats,Brewlok Brewery,3.5,–,1
Německé,Velka Morava,3.5,↓ --155,3
Елаха Крепкая,Бородино / ПК Возрождение,3.5,↓ --1198,4
Secret Dream,New Riga's Brewery,3.5,–,1
Parallax (Idaho 7 & Mosaic),Plan B Brewery,3.5,–,1
Zhigulevskoe. Dalniy Vostok. Svetloe (Жигулевское. Дальний восток. Светлое),Baltika Breweries (Балтика),3.5,–,1
Kvass Okroshechny (Квас Окрошечный),Buket Chuvashii (Букет Чувашии),3.5,–,1
Вайс Канцлеръ,ПЗ Канцлеръ,3.5,–,2
Форштадтский Эль,Форштадтская Пивоварня,3.5,–,1
Петрович Чешское оригинальное,Bochkarevsky Pivovarenny Zavod (Бочкаревский Пивоваренный Завод),3.5,–,1
Двойной Хук,Пиратская Пивоварня Йохохо,3.5,↓ --1871,1
Imperial Porter,Jaws Brewery,3.5,–,1
Тирольский Волк,AB InBev Efes,3.5,–,2
Black Milk,Petzold Brewpub,3.5,–,2
Районный комитет (District Committee),Bakunin Brewing Co.,3.5,–,1
Биргик (Beergeek),Rubinstein Brewery,3.5,–,1
KRASNIKA,ТАРКОС BREWLAB,3.5,↓ --613,2
Polupoltinnaya (Полуполтинная),Suzdal Meadery (Суздальский Медоваренный Завод),3.5,↓ --97,1
Дурдом 2.0,Courage Brewery,3.5,↓ --856,2
SourBank,CHIBIS Brewery,3.5,↓ --2022,1
Эмбиент,BEERMANBRU,3.5,↓ --787,1
I Go Mead (buckwheat),BANDARLOG Brewery,3.5,↑ +272,1
AIPA,Shagov'S Brewing Co.,3.5,–,1
California Amber Ale,Butch & Dutch,3.5,↓ --3,1
Karl 3,Karl & Friedrich (Карл и Фридрих),3.5,↑ +420,1
Vyatsky Kvass (Вятский Квас),Vyatich (Вятич),3.5,–,2
Khari Baoli,AF Brew,3.5,–,1
Малиновый сорбет,ТАРКОС BREWLAB,3.5,–,1
Байконур,Rocket City Brewery,3.5,↑ +467,12
Oprichnaya (Опричная),Suzdal Meadery (Суздальский Медоваренный Завод),3.5,↓ --394,2
Mistake!,RMBrew,3.5,↓ --1795,1
Tyumenskoe Svetloe (Тюменское Светлое),Ochakovo (Очаково),3.5,↓ --2033,1
God Particle,Brew Division,3.5,↓ --877,2
Крымский Квас,ПБК Крым (Krym),3.5,–,1
Buggel IPA,Varnitsa (Варница),3.5,↓ --1431,1
ЧПч-2,Пивоварня Якорь,3.5,–,1
Alter Brauch Festival,Stary Zavod (Старый Завод),3.5,–,1
Vie Nouvelle,Pike Season Brewery,3.5,↑ +103,6
The First Seal,COVEN Brewery,3.5,–,2
Sour Kiwi Pinapple,LaBEERint Brewery,3.5,–,4
Mumbaja IPA,ID Brewery,3.5,↓ --152,2
Amadeus Dark,Amadeus Brewery,3.5,–,1
Floatation,Rewort Brewery,3.5,–,1
Framûre,Double A Brewing,3.5,–,1
SVOI Premium Lager,SVOI Brewing,3.5,↓ --398,1
Keep In Touch,FFF BREW,3.5,–,3
Clockwork Cherry,Knightberg,3.5,↓ --1557,5
Metropole Dubbel,Brasserie de Metropole,3.5,–,1
Оно,Victory Art Brew,3.5,–,1
Heavy Maple,Brewerich,3.5,↓ --926,3
Dream Odyssey,Rock'n'Beer,3.5,–,1
Meable,Red Button Brewery,3.5,–,1
Ночной дозор,Brewlok Brewery,3.5,–,1
My Apricot Morning,Jaws Brewery,3.5,–,15
Kozel Bohaty Chmel,AB InBev Efes,3.5,–,3
Тропический Ёж,Courage Brewery,3.5,–,1
Pilsen,Brewlok Brewery,3.5,–,16
Синяя яма,Wolf's Brewery (Волковская Пивоварня),3.5,–,1
Вброс [Simcoe],4BREWERS,3.5,–,1
Банановый Вермонт эль,Ravencraft,3.5,↓ --281,3
Cloudberry,Symbiotica by AF Brew × BSG,3.5,↓ --177,3
Avenue 77 Citra & Mosaic,CHIBIS Brewery,3.5,↑ +768,6
Сидр яблочный «Корк Спирит» сухой,ТПМЗ МёдВедь (ООО Фарт),3.5,–,1
Sour Juice Explosion - Raspberry,Brew Fiction,3.5,↓ --404,2
Neon Guitars,Wild Lab,3.5,↓ --403,34
Медовуха,Gubaha Brewery (Губахинская Пивоварня),3.5,–,1
Богемский пильзнер,Augustine (Августин),3.5,↓ --274,3
Kelvish Japan-Plum Cider,Мастер-Продукт-Алтай (Master-Product-Altay),3.5,↑ +337,3
Cold Season,Zavod,3.5,–,2
Тыквенная Голова 2019,Пиратская Пивоварня Йохохо,3.5,–,1
Соло Sabro Cryo Hops,Samovar Brew,3.5,↑ +661,1
Stanley Knife IPA,Green Street Brewery,3.5,↑ +412,1
Pyatialtynnaya (Пятиалтынная),Suzdal Meadery (Суздальский Медоваренный Завод),3.5,–,1
Зиккурат / Ziggurat,Пивоварня Чаща / Thicket Brewery,3.5,–,4
Липецкое Экспортное,Lipetskpivo (Липецкпиво),3.5,–,1
Old-School American IPA,Salden's Brewery,3.5,–,2
Медовуха с брусникой,Медоварня Традиции Предков,3.5,–,1
Porter,Lakinsky Pivzavod (Лакинский Пивзавод),3.5,↓ --1673,1
TOP SECRET,Konix Brewery,3.5,–,17
Baltic Porter,Salden's Brewery,3.5,–,3
Irish Ale (Ирландский эль),Lakinsky Pivzavod (Лакинский Пивзавод),3.5,↓ --1579,1
Back To Black,Mookhomor Production,3.5,↓ --81,10
Aisling - Сессионный витбир,MoonShine,3.5,↓ --530,1
Thug Life Pineapple,Hausmann Brewery,3.5,–,1
Lager Crystal,Частная Пивоварня ПетровичЪ,3.5,↑ +963,1
Mango IPA,Trigger,3.5,↑ +96,2
Terra,Rewort Brewery,3.5,–,1
Ламинар,One Ton Brewery (Пивоварня Одна Тонна),3.5,↓ --413,26
OVERFLIGHT,Konix Brewery,3.5,–,15
Пшеничное,Белый Кремль (Bely Kreml),3.5,–,1
Easy Progress: Sour Ale W. Guava & Orange,Paradox,3.5,↓ --1483,2
Dessert Eagle,Selfmade Brewery,3.5,–,1
Isolation Pale Ale,Plan B Brewery,3.5,–,2
Oatventure,Selfmade Brewery,3.5,–,1
AlpLager,Endemic Mountain Brewery,3.5,↓ --1144,1
Сочинский стандарт IPA,Дагомысская крафтовая пивоварня,3.5,–,2
Gem Session,Plan B Brewery,3.5,–,1
Slimy Slim,Lux In Tenebris,3.5,–,26
Choose Goose: Blood Orange And Pink Grapefruit,Dogma,3.5,↑ +89,1
Вброс [Zappa+Idaho Gem],4BREWERS,3.5,–,45
Casual Pilsner Cascade Edition,Green Street Brewery,3.5,↑ +93,2
Stardust,Rock'n'Beer,3.5,↓ --670,1
TATLIN,084Brewery,3.5,↓ --417,1
... And Twistin,Mookhomor Production,3.5,↓ --1861,3
Sour For the Masses,Brewlok Brewery,3.5,–,1
Very Berry Harbor,Rewort Brewery,3.5,–,1
Dog,Ant Brewery,3.5,↓ --1145,1
Milk Sour Ale Raspberry,Salden's Brewery,3.5,–,39
Ленинградец (Leningradets),Bakunin Brewing Co.,3.5,–,1
Drunken Sailor,Hops Farm Brewery,3.5,↓ --110,2
Naicy Черника со Сливками,Лось и Кедр (Moose & Cedar),3.5,↓ --1487,2
The Rub,Red Button Brewery,3.5,–,1
Vermont IPA,Sparrow's Brewery,3.5,–,1
Лаборантка Хейзи,Крафт Лаборатория,3.5,↓ --185,1
Fluffy Smoosh: Double Blueberry & Guava,Black Cat Brewery,3.5,↑ +933,2
Освежитель организма #3,The Ded & Paddle (Дед с веслом),3.5,↑ +87,1
Green Line (Gooseberry),Hophead Brewery,3.5,–,1
Trifon Weizen (Трифон Weizen),Vyatich (Вятич),3.5,–,1
Hells Canyon APA,LaBEERint Brewery,3.5,–,10
Green Line (Rhubarb),Hophead Brewery,3.5,–,1
Мартовское Воронежское,ПЗ Канцлеръ,3.5,–,1
Currant Mood,Rewort Brewery,3.5,–,1
Роггенбир,Ravencraft,3.5,–,1
Грейпфрут Дебошир,BUMBLE.BEER,3.5,↑ +85,1
Lager Naturtrüb,Пивоварня Мюнхель (Münhell Brewery),3.5,↓ --105,1
Altaysky Kolos (Алтайский Колос),Bochkarevsky Pivovarenny Zavod (Бочкаревский Пивоваренный Завод),3.5,↓ --1965,4
"Russian Imperial Stout Batch #12, Freezed-out Aged In Jack Daniels Barrels",Salden's Brewery,3.5,–,1
Мюнхен Медное,ТАРКОС (TARKOS),3.5,–,1
Доппельгангер / Doppelgänger (single hop Mosaic),Пивоварня Чаща / Thicket Brewery,3.5,–,1
Hard Zeltzer,Landau Beerlab,3.5,↓ --1617,7
Christmas,ТАРКОС (TARKOS),3.5,–,1
Mental Buddy,Lux In Tenebris,3.5,–,1
Sea Robin,Jonathan Brewpub,3.5,–,1
Countryside: Black Currant,Пиратская Пивоварня Йохохо,3.5,–,1
Косоухофф Портер,KOSOUHOFF - by Amarant (Амарант),3.5,↓ --843,1
Князь Кропоткин Russian Stout,Krop-Pivo (Кроп-Пиво),3.5,↓ --628,2
Ирландский вкус. Эль,Пивоварня Кожевниково (Kozhevnikovo Brewery),3.5,–,1
Midnight Moscow IPA,Zagovor Brewery,3.5,–,1
Uppa,Ostrovica,3.5,–,1
Lager,Trigger,3.5,↓ --2004,1
Свекольник,Hophead Brewery,3.5,–,4
Old Owl,Amadeus Brewery,3.5,–,1
Mass Infection. Wood Series by Cellar Master. BA Macallan 1 Y.,DaLi Brewery,3.5,–,2
"HOP&HOP’S New England IPA (Cascade Cryo Hops, Mosaic, Amarillo)",084Brewery,3.5,–,1
Imperial Rye Porter BA:Bourbon,Salden's Brewery,3.5,–,1
KRASNAYA ZARYA,Vasileostrovskaya Brewery (Василеостровская Пивоварня),3.5,–,3
Russian Imperial Stout,Trigger,3.5,↓ --1429,1
Светлое,Royal Omar Brewery,3.5,↑ +537,1
Medusa,Salden's Brewery,3.5,–,1
Blood Of Eden (Кровь Эдема),Schwarz Kaiser Brewery,3.5,↓ --1424,11
Zhiguli Restaurant Beloe,Moscow Brewing Company (Московская Пивоваренная Компания),3.5,–,2
Хакан,Альпина (Alpina),3.5,↑ +536,1
Cоветское Охмеленное,Ravencraft,3.5,–,1
Roller Disco,Big Village Brewery,3.5,–,1
Barley Wine,Пивоварня Якорь,3.5,↓ --198,9
Borsch Gose,Knightberg,3.5,↓ --707,18
American Lager,B.B. Craft Brewery,3.5,↓ --1041,1
Russian Imperial Stout 1 Year Anniversary (barrel #Porto),Konix Brewery,3.5,–,2
"Electrolyte Strawberry, Raspberry And Cherry",Black Cat Brewery,3.5,–,1
Восточный (Eastern),Bakunin Brewing Co.,3.5,–,2
Dobroe Svetloe (Доброе Светлое),Afanasy (Афанасий),3.5,↓ --1163,1
Hobbits Hole,LaBEERint Brewery,3.5,–,1
SoS Stay One Stout,Brewlok Brewery,3.5,–,1
Благодей Традиционный,Tomskoe Pivo (Томское Пиво),3.5,–,1
Rikki Tikki Tavi,Green Street Brewery,3.5,↓ --102,8
Lumivalguke BA Edition: Calvados,Victory Art Brew,3.5,–,1
Царские Припасы Медовый,Фонтан / Кваспром,3.5,↑ +331,1
Kim-chii!/Bless You!,Jonathan Brewpub,3.5,↓ --711,2
Lecker,Hops Farm Brewery,3.5,–,2
77 Dark (Stalin Stout),Pivzavod77 Brewery & Pub,3.5,↓ --1548,1
сидр теремок,Yablochny Spas (Яблочный Спас),3.5,↓ --733,1
Tetrahymena Americana,XP Brew,3.5,–,1
Pokemon,Clute,3.5,↑ +562,1
Whats Apa?,Landau Beerlab,3.5,↑ +102,8
Фон Вокано пшеничное,Zhigulevskoe Pivo (Жигулевское Пиво),3.5,↓ --1067,1
Бархатное (Barhatnoe),Zavod Trehsosensky (Завод Трехсосенский),3.5,↓ --1392,1
PIZZA GOSE,Brewmen,3.5,↓ --772,31
I Remember My First Check-In,AF Brew,3.5,–,458
Woomera,Wild Lab,3.51,↑ +297,47
Столица Мира (The Capital of The World),Bakunin Brewing Co.,3.51,–,36
PP-IPA,Bakunin Brewing Co.,3.51,–,26
Дюжий \ Dyuzhij,Brewlok Brewery,3.51,–,124
Likho / Лихо,Brewlok Brewery,3.51,–,110
"Mary, Go Home!",Konix Brewery,3.51,–,36
Крио. Simcoe Edition,One Ton Brewery (Пивоварня Одна Тонна),3.51,↓ --920,51
ИСКРА (ISKRA),Bakunin Brewing Co.,3.52,–,33
Щи (кислые похмельные как у бабушки),Hophead Brewery,3.52,–,41
Двойная доза [Banana + Raspberry],4BREWERS,3.52,–,27
Leshy / Леший,Brewlok Brewery,3.52,–,51
Puzzle El Dorado,New Riga's Brewery,3.52,↓ --1049,12
Ingria 8,AF Brew,3.52,–,48
Iggy Hop,Brewlok Brewery,3.52,–,23
Posh Premium Raspberry-Granate,Cider House (ТД Фонте),3.52,↓ --445,57
Эйфория (Euphoria),AF Brew,3.52,–,45
Cake Is A Lie,Selfmade Brewery,3.52,–,11
"Punjabi Lassi bananas, strawberries, vanilla and chocolate cupcake",Hophead Brewery,3.52,–,11
Pale Ale,Jaws Brewery,3.52,–,21
The Mix of Taste: Mango & Lime,Konix Brewery,3.52,–,31
Акварель Mosaic & Citra,Panzer Brewery,3.52,↑ +673,30
Hard Seltzer. Raspberry × Mint,Symbiotica by AF Brew × BSG,3.53,↓ --669,47
Rizhskoe (Рижское),Vyatich (Вятич),3.53,↓ --1575,9
Pomme De Sodome,AF Brew,3.53,–,9
Vierym ⚪️❤️⚪️,Rewort Brewery,3.53,–,35
Ice Cream Porter Chocolate,Konix Brewery,3.53,–,26
Hot Wax,Zagovor Brewery,3.53,–,16
Stability,Rewort Brewery,3.53,–,8
"Lost Planet: Mango, Mint & Passion Fruit",Sabotage,3.53,↑ +471,8
Day Off Crew,Zagovor Brewery,3.53,–,46
Jownik,Lux In Tenebris,3.53,↓ --796,68
Multishake (peach + mango + vanilla),BrewT!,3.53,↓ --118,15
St. Anton Peach Semi-Dry Cider Dry-hopped With Amarillo Cider (Персик),Yablochny Spas (Яблочный Спас),3.53,↓ --69,15
Burning Jam: Mango & Pepper (7 Pot Orange),Brew Division,3.53,↑ +129,15
Конструктивный резонанс,Big Village Brewery,3.53,–,44
Villaribo I (salt and a lot of chili Naga),GAS Brew,3.53,↓ --1799,22
LEVEL COMPLETE MUSHROOM GOSE,LiS Brew,3.54,↓ --175,7
It’s Over 9000! Mango • Pineapple • Lime,AF Brew,3.54,–,56
Iron Woods,Gletcher Brewery (Глетчер),3.54,↓ --1228,7
Magic Drop,Stamm Brewing,3.54,–,7
Tomato Gose v.5 (TomaYum),LaBEERint Brewery,3.54,–,13
Gendarme Wars,Victory Art Brew,3.54,–,19
НаПолШишечки,LaBEERint Brewery,3.54,–,19
Hefeweizen Banana,Konix Brewery,3.54,–,25
Призрак Оперы,Пиратская Пивоварня Йохохо,3.54,↓ --424,6
Fiery Cherry,Pivot Point,3.54,↓ --1013,6
BREEZE,CHIBIS Brewery,3.54,↓ --850,6
Honey Gems: Black Currant,Ostrovica,3.54,↓ --301,6
Caramba,Brewlok Brewery,3.54,–,52
Бесобой \ Besoboj,Brewlok Brewery,3.54,–,101
Pryanik Stout 9.0 Edition,Salden's Brewery,3.55,–,11
Лось и Кедр. V.6.0 (Версия 6.0),Лось и Кедр (Moose & Cedar),3.55,↑ +228,27
Puzzle IPA Citra,New Riga's Brewery,3.55,↓ --451,48
OUTCAST,Bakunin Brewing Co.,3.55,–,53
Манго Милкшейк,Augustine (Августин),3.55,↑ +215,21
Fon Vakano Svetloe (Фон Вакано Светлое),Zhigulevskoe Pivo (Жигулевское Пиво),3.55,↓ --1424,5
Sabrosourus Mex,Bowl Cut Brewery,3.55,↓ --281,40
Egorevski Gusliak (Егорьевский Гусляк),Schwarz Kaiser Brewery,3.55,–,5
Colombia Santander,Landau Beerlab,3.55,↓ --421,5
Балтийский Портер,Augustine (Августин),3.55,↑ +286,15
Союз - Аполлон MEXICAN EDITION,Rocket City Brewery,3.55,↑ +667,10
Battle ✊,Rewort Brewery,3.55,–,40
Kurchatovium,Nuclear Brewery,3.55,↓ --1415,5
Crimson Tomato,Beer Bros Brewery,3.55,↓ --855,10
Easy Breezy Mango Squeezy,Black Cat Brewery,3.55,↓ --1445,93
Gentle Loa,Rewort Brewery,3.55,–,83
Гармония,Brewlok Brewery,3.55,–,52
Stout System: Milk Nebula,One Ton Brewery (Пивоварня Одна Тонна),3.55,↓ --345,32
Драккар / Drakkar,Пивоварня Чаща / Thicket Brewery,3.56,↓ --235,68
Rusalka / Русалка,Brewlok Brewery,3.56,–,45
Angela D.,Rewort Brewery,3.56,–,36
HOPPY LIBERTY Brewmen West Coast IPA,Brewmen,3.56,↓ --218,40
Blanche Ma Cherie,Konix Brewery,3.56,–,22
Baba Yaga / Баба Яга,Brewlok Brewery,3.56,–,88
Метаморфозы,Alaska Brewery,3.56,–,70
Диковинка / Dikovinka,Brewlok Brewery,3.56,–,26
Светлячок,Wolf's Brewery (Волковская Пивоварня),3.56,↓ --290,95
Holy Trip,Jaws Brewery,3.56,–,30
Liquid Bakery: Black Currant Cream Cake,DIETA / ДИЕТА,3.56,–,17
Fast Food: Most Diet!,DIETA / ДИЕТА,3.56,–,33
Malt Liquor,Salden's Brewery,3.56,–,20
Electrocat,Sabotage,3.56,↑ +654,16
Essa Pineapple & Grapefruit 0,AB InBev Efes,3.56,↓ --1395,20
Simply Weizen,Victory Art Brew,3.56,–,4
Акварель Cashmere & Idaho 7,Panzer Brewery,3.56,↓ --371,8
Witches Brew,Solbirs Brewery,3.56,–,8
Наше,Tagilskoe Pivo (Тагильское Пиво),3.56,↓ --1692,4
Honey Weizenbock медовый вайценбок,ТАРКОС BREWLAB,3.56,–,4
Milky Sea,Landau Beerlab,3.56,↑ +4,8
Smoked Lager,Crazy Brew,3.56,↓ --1109,4
Christmas Ale,Konix Brewery,3.56,–,12
Strawberryllipse,Токсовская Сидрерия (On The Bones),3.56,–,12
T.R.U.M.P. Pale Ale,Crazy Brew,3.56,↓ --771,12
Peach Is My Preach,AF Brew,3.56,–,50
Телоportation BA V.2,Pivot Point,3.57,↑ +682,11
Exotic,Atmosphere Brewery,3.57,–,44
Docklands,Zavod,3.57,–,11
Mango Smoothie,Zavod,3.57,↓ --1205,58
Lime Mood,Rewort Brewery,3.57,–,36
BLOODY BEACH,Augustine (Августин),3.57,↑ +257,18
Patient Observer,Bowl Cut Brewery,3.57,↓ --486,25
Cool Rasta,Mookhomor Production,3.57,↓ --322,7
Jungle,Atmosphere Brewery,3.57,↑ +336,45
Lost Pumpkins,Jaws Brewery,3.57,–,69
Dopamine,Zavod,3.57,↑ +286,24
Vote,Rewort Brewery,3.57,–,17
Babauhaus,AF Brew,3.58,–,10
Watermelon Cider,Appleton Ciders,3.58,↑ +262,20
CHARISMA Cherry,Brewmen,3.58,↓ --344,10
Fat Bastard,Black Cat Brewery,3.58,↑ +130,10
Russian Imperial Stout Eskimo  Ed. Aged In Jack Daniels Barrels,Salden's Brewery,3.58,–,10
Apple Cider Dry-hopped With Nelson Sauvin Hops,Salden's Brewery,3.58,–,10
Black Days 2020,Dreamteam Brewing Co,3.58,↑ +63,10
Королева жезлов / Queen of Wands,Пивоварня Чаща / Thicket Brewery,3.58,↑ +741,10
Basic Element: Oatmeal Stout,Paradox,3.58,↓ --44,23
Проделки Локи,Медоварня Традиции Предков,3.58,–,23
Eye Rye,Brew Division,3.58,↓ --507,23
Poire De Bullevie,Bullevie,3.58,↓ --27,13
Singing Birds,Konix Brewery,3.58,–,13
DOS Chocolate Edition,Brewlok Brewery,3.58,–,42
Double Hugs,Brew Division,3.58,↓ --798,16
OVERFALL,Konix Brewery,3.58,–,51
Easy Rider,Та-Та,3.58,↓ --1584,22
Yellow Tart,Plan B Brewery,3.58,↑ +697,3
Maui Porter,Jaws Brewery,3.58,–,48
Ether [Passion Fruit],4BREWERS,3.58,–,12
Klosterbrau Weizenbier (Клостербрау Пшеничное),Pivovarenny Zavod Lyskovsky (Пивоваренный Завод Лысковский),3.58,↓ --854,9
Acai Mood,Rewort Brewery,3.58,–,3
Hard To Say No,CHIBIS Brewery,3.58,↓ --1496,3
Norwegian Express,Ostrovica,3.58,–,3
Desitka,Velka Morava,3.58,–,3
Milkshake DIPA Coconut & Ice-Cream,Salden's Brewery,3.58,–,54
Sour Swing,Jaws Brewery,3.58,–,27
Cherrysphere,Токсовская Сидрерия (On The Bones),3.58,–,12
"Осторожно, сидр! Hop Point: Citra",Токсовская Сидрерия (On The Bones),3.58,–,6
Macro Series: Raspberry bourbon,Jaws Brewery,3.58,–,9
Cherry Swing,Jaws Brewery,3.58,–,3
Царские Припасы Живой,Фонтан / Кваспром,3.58,↓ --968,3
Super Mango,Panzer Brewery,3.58,↓ --46,27
Maple Brunch,Rewort Brewery,3.58,–,3
Criminal Damage,Zagovor Brewery,3.58,–,3
Bromance,New Riga's Brewery,3.58,↓ --1543,12
Pineapple IPA,Salden's Brewery,3.59,–,46
Vivid Dreams,BrewT!,3.59,–,17
Idle Times,Zagovor Brewery,3.59,–,17
Аллегория,Big Village Brewery,3.59,↓ --207,42
Железнодорожная вода,Alaska Brewery,3.59,–,14
Russian Imperial Stout #Chocolate,Konix Brewery,3.59,–,14
Коллекция Пивовара Русский Имперский Стаут (Russian Imperial Stout),Baltika Breweries (Балтика),3.59,–,49
ШУМ [Citra+Mosaic],4BREWERS,3.59,–,19
Peach Matter,Jaws Brewery,3.59,–,38
Hoppymilk Milkshake Guava,Stamm Brewing,3.59,–,51
Лось и Кедр. V.27.0 (Версия 27.0),Лось и Кедр (Moose & Cedar),3.59,↓ --30,16
The Lost Secret,Konix Brewery,3.6,–,21
La Famiglia Ver. 4,Rewort Brewery,3.6,–,94
ANGELS SHARE / Доля ангела,Brewmen,3.6,↑ +74,26
ABC-Kölsch,Big Village Brewery,3.6,–,39
HOTPLATE,Bakunin Brewing Co.,3.6,–,52
Особое Поручение,Пивоварня Кожевниково (Kozhevnikovo Brewery),3.6,↓ --388,18
Overfunk,GAS Brew,3.6,↓ --1752,18
Gentle Giant,Plan B Brewery,3.6,↑ +322,23
Chesters Original Cherry Semi Sweet Cider,Chester's,3.6,↓ --946,25
Koelship Batch #3,Salden's Brewery,3.6,–,5
Soul In A Big City,Zagovor Brewery,3.6,–,15
Монгольский Кашемир Mongolian Cashmere GN,Velka Morava,3.6,–,5
Reflection,Rewort Brewery,3.6,–,15
Салют - 7,Rocket City Brewery,3.6,↓ --35,25
"The Mixt of Taste Mango, Malina, Vanilla",Konix Brewery,3.6,–,10
Fluffy Smoosh: Mango,Black Cat Brewery,3.6,↓ --492,100
Cider House Сидр Полусухой,Cider House (ТД Фонте),3.6,↓ --1286,5
Hop Gun Citra & Mosaic,Stamm Brewing,3.6,–,10
Lager,Crazy Brew,3.6,↓ --1339,5
De Kuiper Oud Bruin,Oka River,3.6,↑ +425,25
Sour Juice - Mango,Brew Fiction,3.6,↑ +387,20
Forspill,MANFAS Brewery,3.6,–,10
Milk of Amnesia V. Tropic Milkshake IPA,Gletcher Brewery (Глетчер),3.6,↓ --386,146
Копоть Черной Пантеры,4BREWERS,3.6,–,87
Redrum IPA Special Edition,AF Brew,3.6,–,89
Mako APA,Selfmade Brewery,3.6,–,12
Чёрный вигвам / Black Lodge (Caramel Edition),Пивоварня Чаща / Thicket Brewery,3.6,–,12
"Punjabi Lassi passion fruit, apricot,  pineapple, vanilla and cardamom",Hophead Brewery,3.6,–,12
Юность Ломоносова \ Junost Lomonosova,Brewlok Brewery,3.61,–,49
NewsPepper Chilli&Peach IPA,Gletcher Brewery (Глетчер),3.61,–,14
Bullevue Cider Revenge,Bullevie,3.61,↑ +96,7
Préaris Victory 369 Ágrio *Sweet Brett Edition*,Victory Art Brew,3.61,–,7
Mr. Milkman,Schwarz Kaiser Brewery,3.61,↓ --1264,25
Avalanche (Траектория),Panzer Brewery,3.61,–,18
Pale Tart: Smoothie Edition,Plan B Brewery,3.61,↑ +490,9
TICKET TO THE MOON,Wolf's Brewery (Волковская Пивоварня),3.61,↑ +669,20
Mr. OVsyanka Oatmeal Stout,One Ton Brewery (Пивоварня Одна Тонна),3.61,↓ --456,11
Redneck Ale,AF Brew,3.61,–,98
Softy,Solbirs Brewery,3.62,↑ +63,13
Lost Palms Fm,Time Bomb Brewery,3.62,↓ --131,30
Agenda,Circada,3.62,↓ --398,57
Sunset Cafe,Wild Lab,3.62,↓ --519,149
Symbiotica Apple,Symbiotica by AF Brew × BSG,3.62,↓ --901,23
1984,Alaska Brewery,3.62,–,25
Tram 16,AF Brew,3.62,–,50
Double Chocolate Stout,Salden's Brewery,3.62,–,31
Beholder Pumpkin,Selfmade Brewery,3.62,–,37
Red Maniac,Bakunin Brewing Co.,3.62,–,76
Moon Rockets,Wild Lab,3.62,↓ --44,43
Зависимость [CURRY],4BREWERS,3.62,–,4
Raspberry Cider,Appleton Ciders,3.62,↓ --901,2
APA,Частная Пивоварня ПетровичЪ,3.62,↓ --455,2
Двойная Доза [Kiwi + Strawberry],4BREWERS,3.62,–,20
Hop Division,Zagovor Brewery,3.62,–,38
Experimentarium Vol. 21 (Matcha Lacto IPA),Rewort Brewery,3.62,–,2
Бунинъ. Том 4,Brewlok Brewery,3.62,–,4
Purple Hurt,Lux In Tenebris,3.62,–,2
Поцелуй Фрейи,Медоварня Традиции Предков,3.62,–,34
ВЕГА Сацебели,Rocket City Brewery,3.62,↓ --1243,4
Mr.Brown,True House,3.62,↓ --1395,2
True Color BA Jerez,LaBEERint Brewery,3.62,–,4
Blanche Grapefruit,Konix Brewery,3.62,–,2
Doppelbock,Salden's Brewery,3.62,–,6
Rewind Selecta,Bakunin Brewing Co.,3.62,–,2
Твердый Знак (Ъ),AB InBev Efes,3.62,–,2
Multiverse C-137,DARKSIDE,3.62,↓ --1577,2
Кроп-Стаут,Krop-Pivo (Кроп-Пиво),3.62,↓ --2192,2
True Fear,Rock'n'Beer,3.62,↓ --536,6
Weiss Berg Лимон-Лайм,Bochkarevsky Pivovarenny Zavod (Бочкаревский Пивоваренный Завод),3.62,↓ --1873,2
Лось и Кедр. V.11.0 (Версия 11.0),Лось и Кедр (Moose & Cedar),3.62,↓ --562,2
June,Symbiotica by AF Brew × BSG,3.62,↓ --156,2
Beer With Taste of Beer: American IPA,Пивная Диета (Beer Diet),3.62,↓ --456,6
Якорь Инжир красный эль,Пивоварня Якорь,3.62,↓ --1356,2
Кремниевая долина,XP Brew,3.62,–,2
Косоухофф Ржаное,KOSOUHOFF - by Amarant (Амарант),3.62,–,2
Земляк,3BeesBrew,3.62,↓ --2111,2
Quartz V2.0,Zavod,3.62,↓ --258,12
Redrum IPA,AF Brew,3.62,–,2
Fail Ale (Sabro),Jonathan Brewpub,3.62,↓ --554,2
Pink Grapefruit,Appleton Ciders,3.62,↓ --913,8
American Pale Ale Tears of Liberty,Salden's Brewery,3.62,–,24
1883 Полусухой,Bullevie,3.62,↓ --510,4
Another Million Minutes On Peach,AF Brew,3.62,–,4
The Fine Line,Paradox,3.62,↑ +207,6
Бланш,NoName Brew,3.62,↓ --617,4
Lost Dreams (BA Red Wine),Big Village Brewery,3.62,–,6
Russian Imperial Stout Coconut Edition Aged In Jack Daniels Barrels,Salden's Brewery,3.62,–,2
Переговорщик,Alaska Brewery,3.62,–,2
Angry Notion,Selfmade Brewery,3.62,–,4
Vincent Van Coc,Konix Brewery,3.62,–,2
Mango Showdown,XP Brew,3.62,–,2
Иерофант / Hierophant,Пивоварня Чаща / Thicket Brewery,3.62,↑ +436,8
IPA,Gellert & Wild Goat,3.62,↓ --917,6
Banana Trip,Selfmade Brewery,3.62,–,2
