brewery_id,brewery_pure_average,rating_count,brewery_name,beer_count,age_on_service
342071,3.291220556745182,467,Seven Hills Brewing Co.,35,3.1205731506849315
420574,3.2891832229580564,906,Brew Fiction,37,1.2462814520547945
301347,3.282255389718077,3015,XP Brew,145,3.7443054794520547
439105,3.2763157894736836,152,Brewerich,29,0.9423582191780823
421430,3.27361963190184,2445,Pivot Point,28,1.4080078082191783
46620,3.2679045092838197,377,Фонтан / Кваспром,10,7.619824109589041
12920,3.2638339920948622,1012,Knightberg,87,9.05950602739726
312193,3.2608255254494813,3949,Alaska Brewery,41,3.590928219178082
232505,3.258823529411764,340,Пиратская Пивоварня Йохохо,119,4.709589315068493
163024,3.2392739273927393,606,Trigger,52,5.73438904109589
162826,3.239263803680982,1141,Courage Brewery,50,5.739202739726028
425643,3.234015345268542,782,Brewmen,31,1.2406683835616439
418292,3.2338056680161937,988,Rocket City Brewery,15,1.508276876712329
214237,3.233502538071066,197,Endemic Mountain Brewery,43,4.994499452054794
436118,3.229530201342283,745,Symbiotica by AF Brew × BSG,11,1.0304938356164384
240426,3.2174707602339185,5472,Konix Brewery,52,4.580866027397261
205967,3.2171428571428575,175,Black Head Brew,75,5.11215698630137
320515,3.2170301142263757,1926,LiS Brew,22,3.4808002739726027
122110,3.2079831932773106,952,Schwarz Kaiser Brewery,55,6.243653698630137
324098,3.205583756345178,1576,Atmosphere Brewery,31,3.4235265753424655
70026,3.2019704433497536,203,ID Brewery,37,7.03245205479452
236426,3.189111747851003,698,Landau Beerlab,25,4.614566301369863
310155,3.1746987951807215,166,Pivzavod77 Brewery & Pub,35,3.6209671232876715
82343,3.174340810704447,2541,Victory Art Brew,182,6.793855616438357
35255,3.1621004566210043,3066,Gletcher Brewery (Глетчер),25,6.952471232876713
151307,3.161184210526316,304,ID Jons,14,5.896106849315069
64622,3.1393651951842396,2741,New Riga's Brewery,77,7.152591232876712
42694,3.1321695760598502,802,Yablochny Spas (Яблочный Спас),30,7.725253424657534
284545,3.1114551083591335,323,Beer Bros Brewery,14,3.9781342465753426
160567,3.0983981693363845,874,NoName Brew,20,5.772119178082192
236428,3.098265895953757,173,Green Basement Brewery,26,4.614470410958904
423378,3.096296296296296,270,Крафт Лаборатория,14,1.3619788493150684
51452,3.0946902654867263,1130,LaBEERint Brewery,146,7.48647397260274
234458,3.0791075050709935,493,Varyag Brewery (Пивоварня Варяг),16,4.675252876712329
396909,3.063973063973065,594,Пивоварня Якорь,42,2.048804109589041
305986,3.0617977528089884,712,Mookhomor Production,32,3.681180547945206
277349,3.0338983050847457,649,ТАРКОС BREWLAB,51,3.9400126027397255
122088,3.0258064516129046,155,Пинта,51,6.243969315068493
221835,3.02212389380531,678,Chester's,6,4.882048219178082
28235,3.014054054054054,925,Medovarus,23,8.240002191780823
179243,3.011752136752138,5616,Wolf's Brewery (Волковская Пивоварня),75,5.512825205479452
402617,3.00763358778626,393,Hammermill Brewery (Бутлегер),26,1.9174672602739726
60711,3.005291005291005,945,Suzdal Brewery (Суздальская Пивоварня),16,7.253741095890411
417280,3.0050000000000003,200,True House,9,1.5252923287671234
10410,3.0045610034207524,2631,Vasileostrovskaya Brewery (Василеостровская Пивоварня),84,9.245644383561643
381536,2.983164983164983,297,MainStream Brewery,12,2.420943287671233
73467,2.98256735340729,631,Zhigulevskoe Pivo (Жигулевское Пиво),12,6.966285753424658
285420,2.9719887955182074,714,Crazy Brew,19,3.9606008219178084
348857,2.93375,800,Cider House (ТД Фонте),32,3.0224043835616436
199077,2.912844036697248,218,Gellert & Wild Goat,21,5.211179178082192
344475,2.903973509933775,302,Дагомысская крафтовая пивоварня,19,3.0949493150684932
267556,2.87741935483871,155,Los Pivnos Brewery,33,4.1899898630136985
88050,2.8713692946058087,241,Мастер-Продукт-Алтай (Master-Product-Altay),26,6.700812054794521
81986,2.8528846153846152,1040,Craft Brew Riots,59,6.7975572602739724
69006,2.8392857142857144,224,Пивоварня Кожевниково (Kozhevnikovo Brewery),52,7.056899452054795
420575,2.8127853881278533,2847,ТАРКОС (TARKOS),37,1.3909293150684932
393191,2.8122065727699526,213,Rainbow Fish Brewery,28,2.139007479452055
7165,2.763041678167264,7246,Moscow Brewing Company (Московская Пивоваренная Компания),82,8.955167671232877
271718,2.7142857142857144,154,Пивоварня Vaer,20,4.134916438356164
10498,2.712230215827339,1668,Afanasy (Афанасий),84,9.270490410958903
136488,2.6788079470198674,302,ПЗ Канцлеръ,59,6.0742723287671225
356645,2.677765237020316,3544,Gorkovskaya Brewery (Горьковская пивоварня),20,2.9005065753424657
126815,2.6724890829694323,229,Хадыженский Пивзавод,6,6.189675890410959
310200,2.5719696969696964,264,ЛЭП (Лаборатория Экспериментального Пивоварения),20,3.620683287671233
44177,2.5719424460431655,1390,Tomskoe Pivo (Томское Пиво),38,7.68176301369863
26951,2.55061494796594,1057,Buket Chuvashii (Букет Чувашии),37,8.29225095890411
30700,2.5308194343727344,1379,Vyatich (Вятич),74,8.144275616438357
245758,2.515789473684211,380,Объединенные Пензенские Водочные Заводы,13,4.5159991780821915
70612,2.4304347826086956,1380,Bochkarevsky Pivovarenny Zavod (Бочкаревский Пивоваренный Завод),43,7.021409589041096
32554,2.4085778781038374,443,Hmeleff (Хмелефф),17,8.065277260273973
277886,2.407008086253369,371,Demidov Brewery (Демидовские пивоварни),18,4.057782465753425
5585,2.3983353151010705,1682,Ochakovo (Очаково),87,9.170924657534247
59072,2.3890746934225193,897,Pivovarenny Zavod Lyskovsky (Пивоваренный Завод Лысковский),42,7.289150684931506
999,2.3851920407218885,10805,Baltika Breweries (Балтика),200,9.759337534246574
78690,2.3761814744801506,2116,Heineken Brewery (Объединенные Пивоварни Хейнекен),90,6.867907945205479
109110,2.3698770491803285,976,Varnitsa (Варница),59,6.409035616438356
100720,2.3691335740072206,1108,ПБК Крым (Krym),31,6.522648219178082
119648,2.3627450980392153,306,Zavod Pivovarenny Morshansky (Завод Пивоваренный Моршанский),24,6.27476794520548
66008,2.349775784753363,223,Deka (Дека),83,7.1246767123287675
108032,2.324324324324324,185,Glazovskiy Pivovarennyi Zavod (Глазовский Пивоваренный Завод),4,6.422161643835616
64853,2.317972350230414,434,Lakinsky Pivzavod (Лакинский Пивзавод),60,7.147613698630137
41755,2.305263157894737,190,Bryanskpivo (Брянскпиво),45,7.755338356164383
91140,2.3051948051948052,308,Lipetskpivo (Липецкпиво),23,6.651868493150684
140805,2.296636085626912,327,Pivovarenny Zavod Maykopsky (Пивоваренный Завод Майкопский),21,6.021728767123288
33116,2.291920216362407,5916,AB InBev Efes,158,8.043187397260274
47735,2.282828282828283,297,Barnaulsky Pivovarenny Zavod (Барнаульский Пивоваренный Завод),51,7.5860131506849315
403814,2.276923076923077,1040,Белый Кремль (Bely Kreml),20,1.8902742465753426
198718,2.262820512820512,156,Форштадтская Пивоварня,49,5.21585698630137
61582,2.2150423728813555,944,Krop-Pivo (Кроп-Пиво),38,7.229926849315068
37085,2.1942812377594985,2553,Zavod Trehsosensky (Завод Трехсосенский),76,7.901013698630137
222958,2.1178707224334596,263,Danilovskaya Pivovarnya (Даниловская Пивоварня),36,4.731853424657534
28050,2.106598984771573,197,Bulgarpivo (Булгарпиво),30,8.248176712328767
55892,2.00990099009901,202,Tagilskoe Pivo (Тагильское Пиво),24,7.3694021917808215
